	company	fund_id	fund_name	avg	avg_type	category	fund_type	me	ydev	y5dev	risk	Link	Klusterbomber	Kemiska vapen	Kärnvapen	Vapen/krigsmateriel	Alkohol	Tobak	Spelverksamhet	Pornografi	Fossila bränslen	Kol	Uran	Genmodifierade organismer	Alkohol_comment	Fossila bränslen (olja, gas, kol)_comment	Kemiska och biologiska vapen_comment	Klusterbomber, personminor_comment	Kol_comment	Kommersiell spelverksamhet_comment	Kärnvapen_comment	Pornografi_comment	Tobak_comment	Uran_comment	Vapen och/eller krigsmateriel_comment	Övrigt_comment
152835	E. Öhman J:or Fonder AB	152835	Lärarfond 21-44 år	0.24	FOF	Global och Sverige	A	M/E	13	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001112749	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ		Exkludering avser bolag som utvinner fossila bränslen.						Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%.	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
117002	E. Öhman J:or Fonder AB	117002	Lärarfond 45-58 år	0.23	FOF	Varierande	B	M/E	10	11	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001112764	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
981175	E. Öhman J:or Fonder AB	981175	Lärarfond 59+	0.23	FOF	Varierande	B	M/E	4	5	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001112731	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ		Exkludering avser bolag som utvinner fossila bränslen.						Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
295857	E. Öhman J:or Fonder AB	295857	Öhman Etisk Emerging Markets	0.30	NA	Nya marknader	A	M/E	30	15	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0004578615	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
570630	E. Öhman J:or Fonder AB	570630	Öhman Etisk Index Europa	0.25	NA	Europa	A	M/E	12	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000577975	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
606467	E. Öhman J:or Fonder AB	606467	Öhman Etisk Index Japan	0.25	NA	Japan	A	M/E	12	15	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000577959	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
642298	E. Öhman J:or Fonder AB	642298	Öhman Etisk Index Pacific	0.25	NA	Asien	A	M/E	11	13	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000577983	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
577833	E. Öhman J:or Fonder AB	577833	Öhman Etisk Index Sverige	0.21	NA	Sverige	A	M/E	9	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001463449	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
678128	E. Öhman J:or Fonder AB	678128	Öhman Etisk Index USA	0.25	NA	USA och Nordamerika	A	M/E	9	21	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000577967	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
660829	E. Öhman J:or Fonder AB	660829	Öhman FRN-fond SEK A	0.20	NA	Sverige kortränta	R	M/E	2	1	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0004951283	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
104786	E. Öhman J:or Fonder AB	104786	Öhman Företagsobligationsfond	0.27	NA	Norden ränta	R	M/E	3	3	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001095506	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%			
624999	E. Öhman J:or Fonder AB	624999	Öhman Företagsobligationsfond Hållbar	0.20	NA	Sverige lång och realränta	R	M/E	1	2	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0004391738	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
785618	E. Öhman J:or Fonder AB	785618	Öhman Global Growth	0.47	NA	IT och kommunikation	A	M/E	23	28	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000493546	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Exkludering avser produktion.							Exkludering avser produktion.	Exkludering avser produktion.		Exkludering avser produktion.	
964767	E. Öhman J:or Fonder AB	964767	Öhman Global Hållbar	0.37	NA	Global	A	M/E	14	18	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000533945	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
749788	E. Öhman J:or Fonder AB	749788	Öhman Hjärt-Lungfond	0.43	NA	Läkemedel och bioteknik	A	M/E	10	16	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000493520	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Exkludering avser produktion.							Exkludering avser produktion.	Exkludering avser produktion.		Exkludering avser produktion.	
330746	E. Öhman J:or Fonder AB	330746	Öhman Obligationsfond	0.11	NA	Sverige lång och realränta	R	M/E	0	2	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000493496	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Exkludering avser produktion.							Exkludering avser produktion.	Exkludering avser produktion.		Exkludering avser produktion.	
439703	E. Öhman J:or Fonder AB	439703	Öhman Obligationsfond SEK A	0.15	NA	Sverige lång och realränta	R	M/E	0	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
294918	E. Öhman J:or Fonder AB	294918	Öhman Penningmarknadsfond	0.10	NA	Sverige kortränta	R	M/E	-1	0	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000493504	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Exkludering avser produktion.							Exkludering avser produktion.	Exkludering avser produktion.		Exkludering avser produktion.	
844100	E. Öhman J:or Fonder AB	844100	Öhman Realräntefond	0.18	NA	Sverige lång och realränta	R	M/E	0	3	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001472952	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Exkludering avser produktion.							Exkludering avser produktion.	Exkludering avser produktion.		Exkludering avser produktion.	
694539	E. Öhman J:or Fonder AB	694539	Öhman Småbolagsfond A	0.41	NA	Sverige småbolag	A	M/E	14	20	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000432775	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Exkludering avser produktion.							Exkludering avser produktion.	Exkludering avser produktion.		Exkludering avser produktion.	
904904	E. Öhman J:or Fonder AB	904904	Öhman Sverige Hållbar A	0.37	NA	Sverige	A	M/E	8	10	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0005281953	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%		Vapen: Produktion 0%, Distribution 5%	Oljeservice och energiproduktion baserad på kol får vara maximalt 10% av omsättningen.
928937	E. Öhman J:or Fonder AB	928937	Öhman Sverige Smart Beta	0.35	NA	Sverige	A	M/E	13	13	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000493512	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0% Distribution 5%	Produktion 0% Distribution 5%			
416867	E. Öhman J:or Fonder AB	416867	Öhman Sweden Micro Cap	0.41	NA	Sverige småbolag	A	M/E	17	24	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000432809	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Exkludering avser produktion.							Exkludering avser produktion.	Exkludering avser produktion.		Exkludering avser produktion.	
872382	East Capital Asset Management S.A.	872382	East Capital Balkan	0.73	FOF	Östeuropa	A	NA	20	8	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
552984	East Capital Asset Management S.A.	552984	East Capital Baltikum	0.73	FOF	Östeuropa	A	NA	21	9	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
673699	East Capital Asset Management S.A.	673699	East Capital China Environmental	0.72	NA	Kina	A	M/E	15	6	hög	http://www.hallbarhetsprofilen.se/fund.html?isin=LU0562934934	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER												
178624	East Capital Asset Management S.A.	178624	East Capital Emerging Asia	0.72	NA	Asien	A	NA	29	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
870907	East Capital Asset Management S.A.	870907	East Capital Global Frontier Markets	0.73	NA	Nya marknader	A	NA	22	-	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
536276	East Capital Asset Management S.A.	536276	East Capital Pension	0.52	FOF	Balanserad	B	M/E	3	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
834788	East Capital Asset Management S.A.	834788	East Capital Ryssland	0.73	FOF	Ryssland	A	NA	-1	3	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
426304	East Capital Asset Management S.A.	426304	East Capital Sustainable Emerging Markets	0.66	NA	Nya marknader	A	M/E	-	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=LU1496893543	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
333690	East Capital Asset Management S.A.	333690	East Capital Turkiet	0.73	FOF	Övriga länder	A	NA	23	-9	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
442483	East Capital Asset Management S.A.	442483	East Capital Östeuropa	0.73	FOF	Östeuropa	A	NA	12	3	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
134593	Enter Fonder AB	134593	Enter Cross Credit	0.30	NA	Sverige kortränta	R	M/E	2	1	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000813933	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	produktion 5%	Fonden investerar inte i företag som äger fossila tillgångar för exploatering (kol, olja, gas)			Fonden investerar inte i företag som äger fossila tillgångar för exploatering (kol, olja, gas)	produktion/operatör 5%		produktion 0%, distribution 5%	produktion 5%		produktion 5%	
490706	Enter Fonder AB	490706	Enter Preserve	0.62	NA	Varierande	B	M/E	5	-	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0005624632	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	produktion 5%	Fonden investerar inte i företag som äger fossila tillgångar för exploatering (kol, olja, gas)			Fonden investerar inte i företag som äger fossila tillgångar för exploatering (kol, olja, gas)	produktion/operatör 5%		produktion 0%, distribution 5%	produktion 5%		produktion 5%	
356477	Enter Fonder AB	356477	Enter Return	0.30	NA	Övriga räntefonder	R	M/E	1	1	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0002729038	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	produktion 5%	Fonden investerar inte i företag som äger fossila tillgångar för exploatering (kol, olja, gas)			Fonden investerar inte i företag som äger fossila tillgångar för exploatering (kol, olja, gas)	produktion/operatör 5%		produktion 0%, operatör 5%	produktion 5%		produktion 5%	
643700	Enter Fonder AB	643700	Enter Select	0.74	NA	Sverige	A	M/E	12	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0002096545	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	produktion 5%	Fonden investerar inte i företag som äger fossila tillgångar för exploatering (kol, olja, gas)			Fonden investerar inte i företag som äger fossila tillgångar för exploatering (kol, olja, gas)	produktion/operatör 5%		produktion 0%, distribution 5%	produktion 5%		produktion 5%	
589101	Enter Fonder AB	589101	Enter Småbolagsfond	0.65	NA	Sverige småbolag	A	M/E	11	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0007413398	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	produktion 5%	Fonden investerar inte i företag som äger fossila tillgångar för exploatering (kol, olja, gas)			Fonden investerar inte i företag som äger fossila tillgångar för exploatering (kol, olja, gas)	produktion/operatör 5%		produktion 0%, distribution 5%	produktion 5%		produktion 5%	
170423	Enter Fonder AB	170423	Enter Sverige	0.73	NA	Sverige	A	M/E	10	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000813917	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	produktion 5%	Fonden investerar inte i företag som äger fossila tillgångar för exploatering (kol, olja, gas)			Fonden investerar inte i företag som äger fossila tillgångar för exploatering (kol, olja, gas)	produktion/operatör 5%		produktion 0%, distribution 5%	produktion 5%		produktion 5%	
492595	Erste Sparinvest Kapitalanlagegesellschaft m.b.H	492595	ERSTE Bond Emerging Markets Corporate	0.42	NA	Tillväxtmarknad ränta	R	NA	10	8	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
456764	Erste Sparinvest Kapitalanlagegesellschaft m.b.H	456764	ESPA Bond Corporate BB	0.42	NA	Övriga räntefonder	R	NA	8	8	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
286708	Erste Sparinvest Kapitalanlagegesellschaft m.b.H	286708	ESPA Stock Commodities	0.85	NA	Övriga branscher	A	NA	1	-	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
528422	Erste Sparinvest Kapitalanlagegesellschaft m.b.H	528422	Erste Bond Danubia	0.35	NA	Övriga räntefonder	R	NA	5	4	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
420935	Erste Sparinvest Kapitalanlagegesellschaft m.b.H	420935	Erste Bond Emerging Markets	0.42	NA	Tillväxtmarknad ränta	R	NA	10	7	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
884189	Erste Sparinvest Kapitalanlagegesellschaft m.b.H	884189	Erste Bond Local Emerging	0.42	NA	Tillväxtmarknad ränta	R	NA	2	5	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
955840	Erste Sparinvest Kapitalanlagegesellschaft m.b.H	955840	Erste Responsible Bond	0.35	NA	Övriga räntefonder	R	M/E	4	7	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
127506	Erste Sparinvest Kapitalanlagegesellschaft m.b.H	127506	Erste Responsible Bond Emerging Corporate	0.42	NA	Tillväxtmarknad ränta	R	M/E	7	-	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
920017	Erste Sparinvest Kapitalanlagegesellschaft m.b.H	920017	Erste Responsible Bond Global Impact	0.33	NA	Global ränta	R	M/E	-1	-	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
